Sentence,fuel,machine,others,part,price,service
"Abdi resep pisan Xenia, pangropéa murah, gampang dianggo, suku cadang, oke.",neutral,neutral,positive,positive,neutral,positive
"Kapasitas Avanza bener-bener ageung, volume kamarna kosong",neutral,neutral,neutral,positive,neutral,neutral
"Kuring boga Avanza G 2008, Kuring kakara meuli Juni panungtungan ti Tunas Toyota. teras koplingna rada beurat",neutral,neutral,neutral,negative,neutral,neutral
Kuring nembé nyandak HRV Prestige dina ahir 2017. Gemblengna nice drive.,neutral,neutral,positive,neutral,neutral,neutral
"Wah, Wuling Formo mesin 1.200 cc anu pikaresepeun kalayan harga anu kompetitif.",neutral,positive,neutral,neutral,negative,neutral
"Abdi ogé bagja pisan kanyataan yén rohangan kalapa Avanza tiasa nampung dugi ka 5 kantong ageung anu disusun rapih ka luhur. Komo mun mawa loba barang, pasti pas",neutral,neutral,neutral,positive,neutral,neutral
Fitur kaamanan ieu cekap pikeun ngangkat kasta Avanza janten sajajar sareng MPV rendah sanés anu nganggo kantong hawa tiis heula.,neutral,neutral,neutral,positive,neutral,neutral
"Konsumsi bensin Toyota Avanza Veloz nyaéta 12,5 liter per kilométer, anu leres-leres boros.",negative,neutral,neutral,neutral,neutral,neutral
"Mun teu hayang boros, tong meuli scoopy",negative,neutral,neutral,neutral,neutral,neutral
"Lamun terus downshifting jeung gaspol, karasaeun rpm ukur naek, tapi kakuatan kosong tur mesin mindeng tickle.",neutral,negative,neutral,neutral,neutral,neutral
Kuring resep Fortuner sabab ngajalankeun gancang ti Ertiga nu boga kakuatan lemah,neutral,negative,neutral,neutral,neutral,neutral
Éta langkung saé upami Pajero sederhana sareng henteu seueur teuing desain,neutral,neutral,neutral,positive,neutral,neutral
"Wuling mangrupikeun mobil anu tangguh dina sagala rupa bumi, irit bahan bakar, desain dinamis sareng méwah ditambah ku harga anu pasti terjangkau.",positive,positive,neutral,positive,positive,neutral
Xpander ieu mangrupikeun MPV anu pangsaéna pikeun jalma anu milari mobil MPV anu canggih,neutral,neutral,positive,neutral,neutral,neutral
"Pas jalma-jalma ningal Xpander, kesanna nyaéta desainna keren",neutral,neutral,neutral,positive,neutral,neutral
Kumaha tah pelayanan di AHAS Terang Anugerah Pamulang beuki parah?,neutral,neutral,neutral,neutral,neutral,negative
"Abdi kantos nganggo Avanza ka luar kota ti isuk dugi ka sonten, mesin sareng AC teu eureun-eureun, tapi teu ngalambatkeun.",neutral,positive,neutral,positive,neutral,neutral
"Lamun mesin sarta penampilan anu punjul, Brio Satya. tapi leuwih lemes jeung murah batan karimun.",neutral,positive,neutral,positive,positive,neutral
Toyota Avanza Veloz anyar ngagunakeun mesin Dual VVT - i nu saméméhna dipaké single VVT ​​​​- i. mantap bos,neutral,positive,neutral,neutral,neutral,neutral
"Servis @DaihatsuInd di bengkel Daihatsu mahal pisan, suku cadang masih sae, minta CS/mekanik gentos. Hiji layanan 2 juta",neutral,neutral,neutral,neutral,neutral,negative
Mobilio hideung ieu cekap ngajantenkeun jalma reuwas sareng ngagemna karasa gagah,neutral,neutral,positive,neutral,neutral,neutral
Brio paling cocog pikeun pelajar kusabab gaya anu sederhana sareng minimalis,neutral,neutral,neutral,positive,neutral,neutral
"Abdi supir operasional. Paké Altis v. Sedengkeun pikeun mesin, kuring ngaku éta nikmat. Tarikan anu hébat, penanganan anu wow.",neutral,positive,neutral,positive,neutral,neutral
Xenia Xi Sporty téh sakabéh wareg jeung mobil ieu,neutral,neutral,positive,neutral,neutral,neutral
"Pilihan turun ka Xenia sabab harga sareng jasa Xenia pasti langkung mirah, hehe.",neutral,neutral,neutral,neutral,positive,positive
Awak Vario langkung gagah tibatan Mio,neutral,neutral,neutral,negative,neutral,neutral
"Agya, éta mobil nice jeung boga gaya tiis",neutral,neutral,positive,positive,neutral,neutral
"Butuh waktu nepi ka sataun ngan pikeun pangsi Xpander, kuciwa!",neutral,neutral,neutral,neutral,neutral,negative
"Sajauh ieu, ngagunakeun Xexi cukup ekonomis",positive,neutral,neutral,neutral,neutral,neutral
"Kanyamanan jauh leuwih unggul ti xpander, éta leuwih ketat & najongna bener nyaman. Hargana ogé langkung mirah",neutral,neutral,positive,neutral,positive,neutral
Desain dasbor interior Avanza katingalina langkung mewah sareng bergaya,neutral,neutral,neutral,positive,neutral,neutral
Kinerja mesin Rush ogé henteu langkung handap tina SUV anu sanés,neutral,positive,neutral,neutral,neutral,neutral
"Abdi parantos lami nganggo Xenia, kuring ngan ukur ngagaduhan dimana AC henteu saé sareng korsina kaku.",neutral,neutral,neutral,negative,neutral,neutral
"Abdi ngagaleuh 2019 tapi aya hiji kalemahan, korsina teu nyaman",neutral,neutral,neutral,negative,neutral,neutral
"Honda beat street mangrupa motor anu bisa disebutkeun murah, tapi henteu murah. Kusabab salian ti keren, éta ogé gampang pisan pikeun ngarobih.",neutral,neutral,positive,neutral,positive,neutral
Korsi panumpang mobil Wuling Formo katingalina nyaman,neutral,neutral,neutral,positive,neutral,neutral
Naha Nissan GL henteu saé,neutral,neutral,negative,neutral,neutral,neutral
"xenia 1: 8 - 9 oge boros, bos, sabab awak badag sarta CC leutik, meureun.",negative,neutral,neutral,neutral,neutral,neutral
"Dimana wae anjeun angkat, naha jarak pondok atanapi jauh, anjeun bakal tetep betah nganggo skuter. Aya seueur beban koper sareng mesin henteu gancang panas.",neutral,positive,positive,positive,neutral,neutral
"Kuring boga Grand Livina XV 2011, jawara ékonomi, bro.",positive,neutral,neutral,neutral,neutral,neutral
"Senang nganggo Brio, pasarna ogé stabil",neutral,neutral,positive,neutral,positive,neutral
kanyamanan Vario téh punjul ti Mio.,neutral,neutral,negative,neutral,neutral,neutral
"Harga jual pikeun biru Li dlx ogé luhur. Dibeuli taun 2004 sakitar 80 juta, dijual taun 2009 90 juta. Wilujeng sumping bos.",neutral,neutral,neutral,neutral,positive,neutral
Pajero geus ganteng di luar ogé boga kakuatan,neutral,positive,neutral,positive,neutral,neutral
"Abdi nganggo juragan Honda Brio Satya E sadayana énggal, nyaman pisan sareng saé, khususna merek H, harga jualna ogé tetep stabil.",neutral,neutral,positive,neutral,positive,neutral
"Awak Xenia oke, ngan ngaganti suku, mugia modifikasi anjeun nikmat",neutral,neutral,neutral,positive,neutral,neutral
"Pamendak sim kuring, perkawis kanyamanan, jelas Pajero Sport sadayana anyar langkung raoseun tibatan Fortuner sadayana anu énggal pisan saur kuring.",neutral,neutral,negative,neutral,neutral,neutral
"Tungtungna kuring meuli Avanza sabab nekad pisan, hargana pas dina saku kuring",neutral,positive,neutral,neutral,positive,neutral
"Masih keneh mobil MPV kulawarga kelas menengah handap anu pang alusna dibanding kompetitorna, paling irit BBM, kabin paling lega nepi ka baris ka-3, model pangmanisna, mesinna oge panggancangna dibandingkeun sainganana, desain interiorna oge pangbageurna dibanding pesaingna.",positive,positive,positive,positive,neutral,neutral
"Tong reuwas juragan, sabab Avanza gaduh fitur anu lumayan lengkep sareng harga anu teu mahal teuing",neutral,neutral,neutral,positive,positive,neutral
Kuring make Xpander sabab teu mirah.,neutral,neutral,positive,neutral,neutral,neutral
Jasa purna jual Yamaha salawasna ngutamakeun konsumén tinimbang kauntungan sorangan,neutral,neutral,neutral,neutral,neutral,positive
Kakuatan Fortuner jauh kurang kuat. Pajero mangrupikeun mobil olahraga anu paling tangguh,neutral,positive,neutral,neutral,neutral,neutral
"Gesit, irit motor Honda Beat seri 2011 nu salawasna satia marengan kuring dina nyiar rezeki dina mangsa panas jeung hujan, beurang jeung peuting.",positive,positive,neutral,neutral,neutral,neutral
"Dina hal desain, Veloz mangrupikeun juara, Avanza jauh teuing",neutral,neutral,neutral,negative,neutral,neutral
"Toyota Calya memang cocog pikeun kulawarga, irit bahan bakar pisan, irit pisan sareng gampang dianggo",positive,neutral,positive,neutral,neutral,neutral
Ertiga estu gampang dianggo,neutral,neutral,positive,neutral,neutral,neutral
"Teu kaduhung naek mobil honda, teu kurang bandel, irit jeung awet lamun make Jazz.",positive,positive,neutral,positive,neutral,neutral
Suku cadang Fortuner gampang dipendakan dimana waé,neutral,neutral,neutral,positive,neutral,neutral
"saatos ningali Wuling Almaz, ningali Mobilio sareng Veloz sapertos sampah..",neutral,neutral,negative,neutral,neutral,neutral
"Salaku pangguna Kijang Innova, kuring henteu kuciwa sareng sugema pisan, pangropéa henteu mahal, ngan hébat.",neutral,neutral,positive,neutral,neutral,positive
"Lamun dipenta pikeun milih. Jelas milih CX 3, mangga",neutral,neutral,positive,neutral,neutral,neutral
"Tétéla jasa tukang reparasi Toyota léos, ban teu aya hawa nambih, digosok waé, naon gunana malah nyobian. Jelas aya kakurangan angin",neutral,neutral,neutral,neutral,neutral,negative
"Desain pelek alloy Veloz oge ​​tos robih, kanggo abdi mah desainna sae pisan sareng katingalna sportif pak",neutral,neutral,neutral,positive,neutral,neutral
Beat cukup ekonomis pikeun siswa,neutral,neutral,neutral,neutral,positive,neutral
Xenia memang maknyus.,neutral,neutral,positive,neutral,neutral,neutral
Gélo si Xenia nu gareulis ieu juara nu biasa dipaké balaréa jeung masih bandel.,neutral,positive,neutral,neutral,neutral,neutral
Anu langkung pikaresepeun ngeunaan Daihatsu Terios nyaéta irit bahan bakarna.,positive,neutral,neutral,neutral,neutral,neutral
"Fortuner model gentlemen, Pajero model nonoman",neutral,neutral,neutral,positive,neutral,neutral
"Upami abdi langkung milih Datsun Cross. Harga langkung mirah, awak langkung kuat",neutral,neutral,neutral,positive,positive,neutral
"Desain CHR nyaéta hodgepodge, karasaeun kuring ningali sababaraha mobil dipisahkeun",neutral,neutral,neutral,negative,neutral,neutral
"wah, murah pisan. Modal DP wungkul. anjeun tiasa nyandak mobil. Murah jeung bageur, masih bisa jadi grab car.",neutral,neutral,neutral,neutral,positive,neutral
"Ngan gerbong Karimun, bro, langkung mirah",neutral,neutral,neutral,neutral,positive,neutral
"Honda mah ukur menang kana mesinna, mun fitur jeung interiorna heureuy... jeung mahal, jokna ipis nepi ka mogok lamun nyetiran lila.",neutral,positive,neutral,negative,negative,neutral
Avanza saé dianggo. cocog pisan pikeun mobil kulawarga. Hargana henteu mahal teuing pikeun mobil kalayan spésifikasi anu lumayan.,neutral,neutral,positive,neutral,positive,neutral
Avanza Veloz 1.5 tipe 1.5 G henteu laris pisan sareng henteu pernah katingali di jalan.,neutral,neutral,negative,neutral,neutral,neutral
"Wah, ieu bengkel mitsubishi, parah pisan. Ibarat kandang di bengkel.",neutral,neutral,neutral,neutral,neutral,negative
@Hondaarista Jatinegara workshop teu dianjurkeun. Leres. Kuring dipesen jasa tapi dititah antrian.,neutral,neutral,neutral,neutral,neutral,negative
"Saur kuring, konsumsi BBM anu lumayan irit mangrupikeun titik penting tina Calya ieu.",positive,neutral,neutral,neutral,neutral,neutral
Avanza leres-leres ngadukung profési kuring sabab irit bahan bakar.,positive,neutral,neutral,neutral,neutral,neutral
Ieu mangrupikeun ruang tunggu bengkel @ToyotaID anu paling nyaman. Ampir 3 jam na masih ngarasa di imah. palayanan ramah. Hadé pisan mun boga Toyota.,neutral,neutral,neutral,neutral,neutral,positive
"Mesin Xenia 1.300 cc lincah sareng tiasa dianggo kelompok ageung, hehe.",neutral,positive,positive,neutral,neutral,neutral
"Ngan nambahan logo, harga naek puluhan juta",neutral,neutral,neutral,neutral,negative,neutral
Avanza ogé tangtu nyaman keur nyetir.,neutral,neutral,positive,neutral,neutral,neutral
"mobil ieu teuing over harga, bos, untung meunang merek",neutral,neutral,neutral,neutral,negative,neutral
Suzuki Karimun GX lain ngan ukur bandel jeung kabin anu lega tapi ogé irit,positive,positive,neutral,positive,neutral,neutral
Brio serba anyar kalawan harga pangmurahna 135 juta teu patut.,neutral,neutral,neutral,neutral,negative,neutral
Saatos ningali ieu kuring yakin kuring bakal mésér Honda CR - V,neutral,neutral,positive,neutral,neutral,neutral
"Grand Livina XV AT 2008 ngelitikna parah, ayeuna ogé lumayan boros.",negative,negative,neutral,neutral,neutral,neutral
"Abdi langkung resep kana Fortuner sabab katingalina gagah, teu sapertos Pajero",neutral,neutral,negative,neutral,neutral,neutral
Bade damel unggal dinten langkung saé nganggo Honda Vultus.,neutral,neutral,positive,neutral,neutral,neutral
Supir langkung nyaman sareng posisi gear anu unik. Hatur nuhun Sigra.,neutral,neutral,neutral,positive,neutral,neutral
"Saur abdi mah, kanggo service mah HONDA langkung sae tibatan NISSAN.",neutral,neutral,neutral,neutral,neutral,negative
"Mobil anu pas pisan sareng nyaman pisan dianggo nalika sareng kulawarga, sora mesinna mulus, luarna nyaman ditingali, interiorna ogé pikaresepeun, salian ti éta irit BBM.",positive,positive,positive,positive,neutral,neutral
Anjeun teu tiasa lepat sareng Avanza. Geus 10 taun mobil Avanza kuring masih bisa meuntas gancang.,neutral,positive,neutral,neutral,neutral,neutral
"Avanza téh sobat pangalusna pikeun sakabéh jalan, ditambah harga masih affordable.",neutral,neutral,positive,neutral,positive,neutral
Mesin pengkuh tur ekonomis jadi alesan loba kulawarga di Indonésia milih Agya salaku mobil kahiji maranéhanana,positive,positive,neutral,neutral,neutral,neutral
Jakarta - Bandung maké Xenia ngan butuh waktu 1 jam satengah. naon mesin pisan tangguh.,neutral,positive,neutral,neutral,neutral,neutral
"Pribadi, kuring wareg pisan sareng Xeli. nyaman .",neutral,neutral,positive,neutral,neutral,neutral
"Abdi kantos nganggo Karimun sateuacan mobil ayeuna, saur kuring LCGC ieu anu paling nyaman, paling murah",neutral,neutral,positive,neutral,positive,neutral
Kelemahan Daihatsu Sigra nyaéta awakna rapuh sareng henteu kedap sora luar.,neutral,neutral,neutral,negative,neutral,neutral
"Toyota Avanza, Low MPV sareng Jaringan Penjualan sareng Saatos Penjualan Terbesar",neutral,neutral,positive,neutral,positive,neutral
Xenia 1000 cc gaduh penanganan anu langkung lincah sareng ringan,neutral,neutral,neutral,positive,neutral,neutral
"The Vario ngabogaan wangun seksi pikeun pillion sarta nyaman jeung aman, sistemna sagala canggih tur suluh ekonomis dina sakabéh dompét urang.",positive,neutral,neutral,positive,neutral,neutral
Mimitina meser motor taun 2016 alhamdulillah dugi ka ayeuna motor abdi masih irit tur tangguh di jalan.,positive,positive,neutral,neutral,neutral,neutral
"Lamun urang bandingkeun dina hal layanan, Nissan jauh leuwih unggul ti Toyota beca",neutral,neutral,neutral,neutral,neutral,negative
Jalma nyebutkeun yen XI malah leuwih ekonomis ti LI.,negative,neutral,neutral,neutral,neutral,neutral
"Coba waé dibandingkeun lumpat, Brio pasti leuwih lincah tibatan Calya",neutral,negative,neutral,neutral,neutral,neutral
"Pikeun sorangan, anu geus boga TERIOS X DELUXE MT, Abdi rada sugema sareng naon anu kuring gaduh, hatur nuhun Daihatsu",neutral,neutral,positive,neutral,neutral,neutral
Mobil kuring Xenia 1.300 cc anu irit dianggo,positive,neutral,neutral,neutral,neutral,neutral
Toyota Rush téh kuat sarta tangguh sanajan dina rupa bumi lungkawing tur nyaman di jalan mulus.,neutral,neutral,positive,neutral,neutral,neutral
Tarikan Mobilio estu mulus dimeunangkeun ku longsor tibatan Agya eleh pisan,neutral,negative,neutral,neutral,neutral,neutral
"Scoopy estu tiis, awak ogé unik tur cocog pikeun jalma ngora stylish",neutral,neutral,positive,positive,neutral,neutral
Avanza 1.3 L memang irit lamun dipacu 60-80 km/jam.,positive,neutral,neutral,neutral,neutral,neutral
Naha kelas Fortuner teu boga sunroof?,neutral,neutral,neutral,negative,neutral,neutral
Harga Fortuner 4x4 langkung mahal dibandingkeun sareng Pajero Sport,neutral,neutral,neutral,neutral,negative,neutral
"Upami Brio nyaman sapertos kieu, henteu masalah upami anjeun hoyong lami macét dina lalu lintas sareng tetep betah di jero.",neutral,neutral,positive,neutral,neutral,neutral
"Dina pamanggih kuring, sirion alus keur beungeut, brio alus keur burit",neutral,neutral,neutral,positive,neutral,neutral
Pangalaman kamari nyéwa di Bali mah koplingna rada luhur jadi mun nanjak rada nyeredet jadi teu lincah pisan padahal karimun.,neutral,neutral,neutral,negative,neutral,neutral
"Pendapat kuring, motor matik Honda Beat ieu cocog pikeun sadaya golongan, tina segi hargana anu murah tapi ieu henteu ngajantenkeun produk ieu.",neutral,neutral,positive,neutral,positive,neutral
Penampilan gaya crossover anu khas Avanza ngagaduhan kesan anu sporti sareng agrésif,neutral,neutral,neutral,positive,neutral,neutral
"Muhun, abdi teu ragu nyandak Calya pikeun pamakéan sapopoé",neutral,neutral,positive,neutral,neutral,neutral
"Masalahna, saur kuring, Wuling Confero S 1.5 jinis pangluhurna langkung mirah, ngan ukur 160 juta.",neutral,neutral,neutral,neutral,positive,neutral
"Kalayan hargana anu murah, mobil Avanza ieu masih populer di masarakat Indonésia salaku mobil pilihan kulawarga",neutral,neutral,neutral,neutral,positive,neutral
Hanjakal teu aya peta GPS kawas versi heubeul. Sanaos éta saé pikeun angkat ka acara di daérah terpencil dimana sinyalna sesah. Kaca spion ngan ukur tiasa nganggo kabel,neutral,neutral,neutral,negative,neutral,neutral
"Pikeun ngajaga kinerja anu saé, Innova ieu henteu peryogi biaya jasa anu ageung sapertos mobil kuring sateuacana.",neutral,neutral,neutral,neutral,neutral,positive
"Kabin hareup, tengah sareng pungkur langkung lega sareng nyaman dina PAJERO SPORT tibatan FORTUNER.",neutral,neutral,neutral,negative,neutral,neutral
"Bapa abdi gaduh GL anu di facelift taun 2013, dugi ka ayeuna masih sae, mesin masih sae + bensin V-power, mesin teu acan pernah turun.",neutral,positive,positive,neutral,neutral,neutral
Panungtungan dilayanan di bengkel Daihatsu taun 2016. Ieu rada mahal. Eh.,neutral,neutral,neutral,neutral,neutral,negative
"Gemblengna, kuring wareg pisan nganggo HRV",neutral,neutral,positive,neutral,neutral,neutral
Mesin Avanza tiasa dipercaya sareng nyaman dianggo.,neutral,positive,positive,neutral,neutral,neutral
"Mobil Avanza henteu mahal teuing, tapi gaduh seueur fitur anu ngadukung.",neutral,neutral,neutral,positive,positive,neutral
"Dina Ertiga, awak oke, éta minimalis, tapi narik bener lalaunan",neutral,negative,neutral,positive,neutral,neutral
Abdi ngadukung mobil Fortuner,neutral,neutral,positive,neutral,neutral,neutral
"Honda Beat leres-leres ngartos yén nalika saku anjeun ipis, éta henteu pernah ngaganggu, mesin tetep lancar sanaos anjeun angkat dina perjalanan anu jauh unggal dinten.",neutral,positive,positive,neutral,neutral,neutral
Lumpat Calya ogé rada gancang sareng sumanget pisan,neutral,positive,neutral,neutral,neutral,neutral
"Hanjakal Veloz masih nganggo lampu halogén, sanés LED, bos",neutral,neutral,neutral,negative,neutral,neutral
HRV ieu boga korsi ultra sangkan anjeun bisa mawa barang jangkung atawa hayang nyumputkeun barang handapeun korsi. Éta asik.,neutral,neutral,neutral,positive,neutral,neutral
Honda Brio cukup irit di kelasna,neutral,neutral,neutral,neutral,positive,neutral
"Dina hal palayanan pikeun konsumen, Daihatsu masih langkung saé tibatan Toyota.",neutral,neutral,neutral,neutral,neutral,negative
"Ngan sabulan geus cukup pikeun pangsi Fortuner, moal jadi kawas Xpander nepi ka sataun",neutral,neutral,neutral,neutral,neutral,negative
"Scoopy sigana dijieun pikeun jalma ngora, nu oke",neutral,neutral,positive,neutral,neutral,neutral
"Abdi resep pisan pilihan mobil Avanza ieu, kakuatan anu saé sareng nekad",neutral,positive,neutral,neutral,neutral,neutral
"4 taun ngagunakeun Altis, geus kabuktian yén mobil ieu boga mesin bener bandel",neutral,positive,neutral,neutral,neutral,neutral
"Kuring ngan ukur ngarasa yén suluh Xenia leres-leres boros, leres?",negative,neutral,neutral,neutral,neutral,neutral
Pajero Sport! Fitur kaamanan langkung saé tibatan Fortuner,neutral,neutral,neutral,negative,neutral,neutral
"Tangguh, mahal pisan, sagala rupa perawatan ngan ukur ganti oli mesin jeung as, mun aya nu kudu diganti mah ganti sorangan, leuwih hade modal saeutik jang meuli toolkit jang ngabongkar motor daripada dibawa ka bengkel resmi, leuwih resep ulin ka bengkel resmi.",neutral,neutral,neutral,neutral,neutral,negative
"CHR = harga exorbitant, kurang fitur",neutral,neutral,neutral,negative,negative,neutral
"Bengkel Honda ngabandungan, bro! Ngaret. Bengkel sabeulah katuhu. #dicatet",neutral,neutral,neutral,neutral,neutral,negative
Pajero keren bro... Fortuner ngaliwat...,neutral,neutral,negative,neutral,neutral,neutral
Yahama Aerox 155 vva akselerasi nyaéta kiyeu luhur.,neutral,positive,neutral,neutral,neutral,neutral
scoop tiis. Bensin ekonomis pikeun jarak jauh sareng henteu riweuh. Ulah runtah loba duit dina ngalayanan.,positive,neutral,positive,neutral,neutral,positive
"Daihatsu Sigra, tangki bénsin téh rawan bocor sabab dijieunna tina plastik.",neutral,neutral,neutral,negative,neutral,neutral
"Saur abdi mah mobil ieu rada cengeng alias seueur panyakit, saur abdi mah",neutral,neutral,negative,neutral,neutral,neutral
"Kuring Grand Livina XV otomatis pisan nyaman, Kuring geus pernah ngalaman sagala masalah utama. Nissan Top",neutral,neutral,positive,neutral,neutral,neutral
abdi 2001 Altis estu husus,neutral,neutral,positive,neutral,neutral,neutral
Desain Unibody ieu masihan Avanza langkung kamampuan pikeun nahan beban sareng éta mangrupikeun salah sahiji titik dibandingkeun pesaingna.,neutral,neutral,neutral,positive,neutral,neutral
Kuring henteu weruh naha kuring ningali mobil ieu teu proporsional ti sisi jeung tukang,neutral,neutral,neutral,negative,neutral,neutral
Saur abdi mah Fortuner menang pisan dina hal kamewahan dibandingkeun sareng Pajero anu leres-leres rustic,neutral,neutral,negative,neutral,neutral,neutral
Dina pendapat pribadi kuring: 2018 Vario 150 ngan ukur ganti baju. Mesin sareng rem henteu nyugemakeun sabab teu aya perbaikan.,neutral,negative,neutral,negative,neutral,neutral
"Nurutkeun kana bengkel, Xenia - mobil ekonomis. suluh efisien (meunang 1:12).",positive,neutral,neutral,neutral,neutral,neutral
Mun aya HRV gengsi... pasti aya nu meunang di dieu,neutral,neutral,positive,neutral,neutral,neutral
"Adina oge make HRV tapi 1500, lamun naek di jok tukang pisan nyaman jeung lega.",neutral,neutral,neutral,positive,neutral,neutral
"Soré kuring mampir ka dealer mobil Toyota Bintaro, nanya ngeunaan mobil Avanza. Palayanan gadis jualan éta teu pisan ramah. Jalma-jalma sapertos kitu dianggo salaku penjual mobil",neutral,neutral,neutral,neutral,neutral,negative
Wuling Confero mangrupakeun mobil nyaman keur kulawarga.,neutral,neutral,positive,neutral,neutral,neutral
Honda HRV CVT slow (teu nyaho 1.8).,neutral,neutral,neutral,negative,neutral,neutral
Suzuki All New Ertiga Ayeuna Langkung Mahal,neutral,neutral,neutral,neutral,negative,neutral
Harga Ignis sae pisan kanggo harga mobil,neutral,neutral,neutral,neutral,positive,neutral
"Harga Toyota mahal, kualitas turun, layanan purna jual turun",neutral,neutral,negative,neutral,negative,negative
Service Toyota teu pernah nguciwakeun,neutral,neutral,neutral,neutral,neutral,positive
Vario jauh leuwih boros tibatan Mio,negative,neutral,neutral,neutral,neutral,neutral
"Suspensi alus, Pajero Sport, bro, teu Fortuner",neutral,neutral,neutral,negative,neutral,neutral
"Padahal bodi Honda Brio oke, naon gunana lamun mesinna teu alus?",neutral,negative,neutral,positive,neutral,neutral
"Toyota Rush Ieu gampang pikeun mulasara, aya loba bengkel dimana-mana.",neutral,neutral,neutral,neutral,neutral,positive
"Sajauh ieu, merek mobil anu paling nyugemakeun kuring: nilai, kualitas mobil, saatos penjualan masih Toyota.",neutral,neutral,positive,neutral,positive,neutral
"Abdi resep kana Brio sabab lincah pisan sareng gesit pikeun dibawa ka mana waé, Calya jauh katinggaleun dina hal pagelaran.",neutral,negative,neutral,neutral,neutral,neutral
"Pendapat kuring, GL ieu pikaresepeun pikeun nyetir tina sudut pandang supir.",neutral,neutral,positive,neutral,neutral,neutral
Ieu Wuling Cortez sigana bener nyaman dibandingkeun Avanza,neutral,neutral,negative,neutral,neutral,neutral
Abdi resep pisan kana pilihan warna Honda Jazz anu ngajantenkeun kuring bungah,neutral,neutral,neutral,positive,neutral,neutral
"Kapsul Kijang lega tapi boros bensin, Avanza irit tapi heureut yeuh",positive,neutral,neutral,negative,neutral,neutral
Kuring resep Mobilio sabab tina segi kakuatan éta punjul,neutral,positive,neutral,neutral,neutral,neutral
"Mitsubishi mangrupikeun mobil anu gampang dirawat, saé pisan",neutral,neutral,neutral,neutral,neutral,positive
"Daya tahan mesin mobil Wuling Confero L ogé saé, seueur anu mésér pikeun taksi online.",neutral,positive,neutral,neutral,neutral,neutral
"Jazz gaduh kakuatan anu saé dibandingkeun sareng Brio, anu kirang kuat
",neutral,negative,neutral,neutral,neutral,neutral
Abdi langkung condong yén VRZ gaduh pesona sorangan,neutral,neutral,positive,neutral,neutral,neutral
Fitur lengkep sareng kapasitas cc sareng kakuatan anu langkung ageung ... Sirion gaduh seueur kaunggulan,neutral,positive,neutral,positive,neutral,neutral
"Nganggo honda brio satya e all new bro, nyaman sareng sae, khususna merk H, benten sareng Suzuki Ignis sareng Daihatsu Sirion.",neutral,neutral,negative,neutral,neutral,neutral
"AHAS punten perbaiki, pami bade servis motor sareng gentos oli, montir teu gaduh.",neutral,neutral,neutral,neutral,neutral,negative
Penilaian kuring nyaéta Avanza ieu mangrupikeun mobil anu ampir sampurna,neutral,neutral,positive,neutral,neutral,neutral
Kuring beuki yakin ngagunakeun Honda Brio salaku mobil sapopoe sabab senang nyetir.,neutral,neutral,positive,neutral,neutral,neutral
"Kabin jeung batang pisan nyaman, interior jeung fitur oge rada alus di kelas na. Atoh, kuring resep ngagunakeun HRV",neutral,neutral,neutral,positive,neutral,neutral
"Mésér Wuling Confero S sareng kéngingkeun jasa 2,5 taun tanpa kedah mayar.",neutral,neutral,neutral,neutral,neutral,positive
Mini masih kirang kuat batan Daihatsu Ayla Turbo,neutral,positive,neutral,neutral,neutral,neutral
Warna Avanza panganyarna ieu ngajadikeun mobil kasampak leuwih modern,neutral,neutral,neutral,positive,neutral,neutral
"Xenia 2008 2 sasih mudik ti Jakarta ka Bandung, mesinna teu aya masalah.",neutral,positive,neutral,neutral,neutral,neutral
"Sadaya jinis PCX 2018 keren, khususna PCX ABS. Modélna saé pisan, mesinna saé sareng canggih sareng irit bahan bakar.",positive,positive,positive,positive,neutral,neutral
"Kabeneran kuring ogé nganggo HRV, tapi seueur pangalaman kuring di bengkel resmi anu kirang pikaresepeun. sareng biaya jasana rada mahal.",neutral,neutral,neutral,neutral,neutral,negative
"Teu nyangka mobil SUV kelas 1800 cc kalayan konsumsi BBM 1 dina 12 di kota, irit pisan.",positive,neutral,neutral,neutral,neutral,neutral
Ieu Mobil Daihatsu City Tétéla Hargana Teu Mahal teuing,neutral,neutral,neutral,neutral,positive,neutral
@Mitsubishi_ID Bengkel Matraman teu ngalayanan mobil abdi.,neutral,neutral,neutral,neutral,neutral,negative
Awak Xpander ogé timah. Saha nu nyebutkeun ngan rurusuhan kaléng?,neutral,neutral,neutral,negative,neutral,neutral
Honda Brio RS CVT hebat bro. Ngan hargana rada mahal,neutral,neutral,positive,neutral,negative,neutral
Avanza gaduh kakuatan anu saé pikeun nyandak jalan anu seukeut,neutral,positive,neutral,neutral,neutral,neutral
Manuver Brio leres-leres lincah upami dibandingkeun sareng Calya,neutral,negative,neutral,neutral,neutral,neutral
"Saatos penjualan, Toyota Rush masih saé.",neutral,neutral,neutral,neutral,positive,neutral
"Bengkel @Honda jelas jimat, jasa Pamulang parah",neutral,neutral,neutral,neutral,neutral,negative
"Kuring ngagaleuh Avanza 2011, pikeun hargana, éta ergonomis pisan pikeun kulawarga sareng pikeun konsumsi bensin ékonomis.
",positive,neutral,neutral,neutral,positive,neutral
"Suspensina rada heuras, oge teu aya setir teleskopik, mudah-mudahan aya parobahan dina Terios ka hareupna, hatur nuhun.",neutral,neutral,neutral,negative,neutral,neutral
